parent_molecule_chembl_id,canonical_smiles,pchembl_value,source_target,source_pchembl,standard_type
CHEMBL601699,CCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(C(=O)N(CC)CC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,7.92,DECOY_P2Y
CHEMBL601698,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(C(=O)N(C)C)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,9.01,DECOY_P2Y
CHEMBL590004,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(C(=O)N(C)C)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.59,DECOY_P2Y
CHEMBL589828,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(C(=O)NC(C)C)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.22,DECOY_P2Y
CHEMBL601697,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(C(=O)NC(C)C)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.37,DECOY_P2Y
CHEMBL601696,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(C(=O)NCC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,9.24,DECOY_P2Y
CHEMBL590003,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(C(=O)NC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.10,DECOY_P2Y
CHEMBL589897,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(C(N)=O)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.19,DECOY_P2Y
CHEMBL601695,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(CN4CCCC4=O)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,9.10,DECOY_P2Y
CHEMBL601694,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(CNC(C)=O)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,7.60,DECOY_P2Y
CHEMBL590002,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(CCN4CCCC4)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.10,DECOY_P2Y
CHEMBL601693,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(CCN(C)C)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,7.92,DECOY_P2Y
CHEMBL589824,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(CCN)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.55,DECOY_P2Y
CHEMBL590001,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(CCOC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,7.96,DECOY_P2Y
CHEMBL601692,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(CN4CCCC4)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.96,DECOY_P2Y
CHEMBL601478,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(CN4CCCC4)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.82,DECOY_P2Y
CHEMBL589971,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(CN(CC)CC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.40,DECOY_P2Y
CHEMBL589961,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(CN(CC)CC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.12,DECOY_P2Y
CHEMBL589335,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(CN(C)C)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.72,DECOY_P2Y
CHEMBL589584,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(CN(C)C)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.49,DECOY_P2Y
CHEMBL589804,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(CNCC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.82,DECOY_P2Y
CHEMBL589520,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(CNCC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.42,DECOY_P2Y
CHEMBL589519,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(CNC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.82,DECOY_P2Y
CHEMBL589518,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(CNC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.40,DECOY_P2Y
CHEMBL569097,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(CCCN(C)C)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,9.00,DECOY_P2Y
CHEMBL590950,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCC3CCN(C(C)=O)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.89,DECOY_P2Y
CHEMBL600575,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCC3CCN(C(=O)OCC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.89,DECOY_P2Y
CHEMBL592850,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC(=O)N(C)CC3CCOCC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.82,DECOY_P2Y
CHEMBL578522,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC(=O)N3CCC(OC)C3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.82,DECOY_P2Y
CHEMBL592441,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC(=O)N3CCOCC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.77,DECOY_P2Y
CHEMBL590749,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(C(=O)N3CCN(C(C)=O)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.77,DECOY_P2Y
CHEMBL592883,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC(=O)N(C)C3CCOC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.74,DECOY_P2Y
CHEMBL592825,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC(=O)N(C)C)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.70,DECOY_P2Y
CHEMBL592884,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC(=O)N3CCC(OCC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.68,DECOY_P2Y
CHEMBL590140,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N(C)CCOC)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.68,DECOY_P2Y
CHEMBL591048,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(CCC(=O)N(C)C)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.68,DECOY_P2Y
CHEMBL592678,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC(=O)N(C)C3CCOC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.64,DECOY_P2Y
CHEMBL579330,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC3CCN(COC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.62,DECOY_P2Y
CHEMBL604288,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(NCCOC)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.62,DECOY_P2Y
CHEMBL589554,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(CO)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.62,DECOY_P2Y
CHEMBL603147,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(C(=O)N(C)C)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.62,DECOY_P2Y
CHEMBL592577,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCCC3CCCNC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.60,DECOY_P2Y
CHEMBL577844,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC3CCN(C)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.60,DECOY_P2Y
CHEMBL576331,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCC3CCN(C)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.60,DECOY_P2Y
CHEMBL600573,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCC3CCN(C(=O)COC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.59,DECOY_P2Y
CHEMBL590744,CCCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(N4CCCC4)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.59,DECOY_P2Y
CHEMBL590746,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(C(=O)N(C)CC)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.59,DECOY_P2Y
CHEMBL603150,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(C(=O)N(C)CCCOC)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.59,DECOY_P2Y
CHEMBL590418,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(NC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.57,DECOY_P2Y
CHEMBL578899,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC3CCN(C(=O)OC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.55,DECOY_P2Y
CHEMBL603152,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(C(=O)N3CCCCC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.55,DECOY_P2Y
CHEMBL590990,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(CCCCCO)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.55,DECOY_P2Y
CHEMBL592810,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCCC3CCNCC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.52,DECOY_P2Y
CHEMBL600055,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(C(=O)N3CCC(OC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.49,DECOY_P2Y
CHEMBL590364,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCOCC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.48,DECOY_P2Y
CHEMBL590208,CCCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(N)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.48,DECOY_P2Y
CHEMBL591227,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(CCCCN(C)C)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.48,DECOY_P2Y
CHEMBL590741,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(N)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.46,DECOY_P2Y
CHEMBL579081,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC3CCN(C(=O)OC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.44,DECOY_P2Y
CHEMBL590798,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(CCCCO)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.44,DECOY_P2Y
CHEMBL592563,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC3CCNC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.43,DECOY_P2Y
CHEMBL592806,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCC3CCCNC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.43,DECOY_P2Y
CHEMBL592581,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCCC3CCCCN3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.43,DECOY_P2Y
CHEMBL591185,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(CCC(=O)N3CCOCC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.43,DECOY_P2Y
CHEMBL597150,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(CCCO)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.42,DECOY_P2Y
CHEMBL589283,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCC3CCN(C(C)=O)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.41,DECOY_P2Y
CHEMBL601704,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N(C)CCOC)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.40,DECOY_P2Y
CHEMBL592802,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCC3CCNCC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.38,DECOY_P2Y
CHEMBL590748,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(C(=O)N3CCOCC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.36,DECOY_P2Y
CHEMBL592880,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCC3CCNCC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.35,DECOY_P2Y
CHEMBL592570,CCCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCC3CCNCC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.35,DECOY_P2Y
CHEMBL589281,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCC3CCN(C(C)C)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.35,DECOY_P2Y
CHEMBL600371,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCC3CCN(C(=O)C(F)(F)F)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.35,DECOY_P2Y
CHEMBL590747,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(C(=O)NC3CCOCC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.34,DECOY_P2Y
CHEMBL592195,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC(=O)N3CCOCC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.32,DECOY_P2Y
CHEMBL592163,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCCCCO)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.31,DECOY_P2Y
CHEMBL578271,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC(=O)N3CCC(OC)C3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.31,DECOY_P2Y
CHEMBL592885,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC3CCN(C)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.30,DECOY_P2Y
CHEMBL590673,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(N(C)C)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.30,DECOY_P2Y
CHEMBL579334,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC3CCN(S(=O)(=O)CC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.29,DECOY_P2Y
CHEMBL592888,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCC3CCN(C)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.28,DECOY_P2Y
CHEMBL588492,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCC3CCN(CCOC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.28,DECOY_P2Y
CHEMBL600369,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCC3CCN(CCOC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.28,DECOY_P2Y
CHEMBL600576,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCC3CCN(S(=O)(=O)CC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.28,DECOY_P2Y
CHEMBL600056,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(C(=O)N3CCC(N(C)C)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.27,DECOY_P2Y
CHEMBL591839,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC(=O)N(C)C)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.26,DECOY_P2Y
CHEMBL589282,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCC3CCN(C(C)C)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.26,DECOY_P2Y
CHEMBL590328,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCCCC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.26,DECOY_P2Y
CHEMBL597772,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(NCCO)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.24,DECOY_P2Y
CHEMBL586227,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(C(=O)N(C)CCCC)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.24,DECOY_P2Y
CHEMBL600057,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(C(=O)N3CCN(C)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.24,DECOY_P2Y
CHEMBL592531,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCCCOC)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.23,DECOY_P2Y
CHEMBL578324,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC(=O)N3CCC(OCC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.22,DECOY_P2Y
CHEMBL603149,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(C(=O)NCCCOC)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.21,DECOY_P2Y
CHEMBL592021,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC3CCN(C(=O)OCC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.19,DECOY_P2Y
CHEMBL590743,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(NC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.19,DECOY_P2Y
CHEMBL599637,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCCCO)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.16,DECOY_P2Y
CHEMBL592737,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC3CCCNC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.16,DECOY_P2Y
CHEMBL590939,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC3CCN(C(C)C)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.15,DECOY_P2Y
CHEMBL600577,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCC3CCN(S(=O)(=O)CC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.13,DECOY_P2Y
CHEMBL598160,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(C(N)=O)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.12,DECOY_P2Y
CHEMBL578714,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC3CCN(S(=O)(=O)CC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.12,DECOY_P2Y
CHEMBL600574,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCC3CCN(C(=O)OCC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.12,DECOY_P2Y
CHEMBL591427,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC(=O)N3CCCC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.11,DECOY_P2Y
CHEMBL596961,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCC)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.10,DECOY_P2Y
CHEMBL603148,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(C(=O)NCCOC)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.10,DECOY_P2Y
CHEMBL590771,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(CCCCOC)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.08,DECOY_P2Y
CHEMBL591367,CCCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCCN)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.08,DECOY_P2Y
CHEMBL590856,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(CCCOC)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.08,DECOY_P2Y
CHEMBL590602,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(C(=O)N(C)CCCN(C)C)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.07,DECOY_P2Y
CHEMBL590989,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(CC3CCCCC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.07,DECOY_P2Y
CHEMBL599397,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCCN)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.06,DECOY_P2Y
CHEMBL603144,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(N4CCCC4)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.05,DECOY_P2Y
CHEMBL592671,CCCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC3CCNCC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.03,DECOY_P2Y
CHEMBL577454,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC3CCN(CCOC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.03,DECOY_P2Y
CHEMBL590262,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(NCCOC)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.01,DECOY_P2Y
CHEMBL592886,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC3CCN(CCOC)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.00,DECOY_P2Y
CHEMBL592650,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC3CCOCC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.00,DECOY_P2Y
CHEMBL578076,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OC3CCN(C(C)C)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.00,DECOY_P2Y
CHEMBL600370,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCC3CCN(C(=O)C(F)(F)F)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.00,DECOY_P2Y
CHEMBL603145,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(N4CCOCC4)CC3)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.00,DECOY_P2Y
CHEMBL598161,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(C(=O)NC)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,8.00,DECOY_P2Y
CHEMBL596750,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(O)cc(-c3ccccc3)n2)CC1,3.0,P2Y12,7.96,DECOY_P2Y
